,Movie Name,Genre,Country,Release Date,Percentage User score,Description,Movie link
6098,Brave Citizen,"['Action', 'Drama', 'Comedy']",KR,2023-10-25,69,"An expelled boxing champion, who now is a high-school teacher, witnesses intolerable violence and throws her first punch to build justice against it, while putting on a mask.",https://www.themoviedb.org/movie/897160
6099,A Cinderella Story,"['Comedy', 'Family', 'Romance']",US,2004-07-16,66,"Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",https://www.themoviedb.org/movie/11247-a-cinderella-story
6100,The Nun,"['Horror', 'Mystery']",ES,2005-11-03,56,"Years ago, a cruel and merciless nun turned a boarding school into a living hell for her students until they could no longer bear the abuse, and she mysteriously disappeared. Now the alumnae are being brutally murdered one by one.",https://www.themoviedb.org/movie/42968-la-monja
6101,Neneh Superstar,"['Drama', 'Comedy']",FR,2023-01-25,58,"Born to dance, Neneh is a 12-year-old black girl who dreams of entering the Paris Opera Ballet School. Despite her enthusiasm, she will have to redouble her efforts to escape from her condition and be accepted by the director of the school, Marianne Bellage, the guarantor of traditions and the bearer of a secret that links her to the little ballerina.",https://www.themoviedb.org/movie/1008430-neneh-superstar
6102,Ice Age: The Great Egg-Scapade,"['Adventure', 'Animation', 'Comedy', 'Family', 'TV Movie']",US,2016-03-20,64,"A harried prehistoric bird mother entrusts her precious, soon-to-hatch egg to Sid. When she recommends him to her neighbours, business booms at his new egg-sitting service. However, dastardly pirate bunny, Squint, who is seeking revenge on the herd, steals, camouflages and hides all the eggs. Once again, with Squint’s twin brother assisting, Manny, Diego and the rest of the gang come to the rescue and take off on a daring mission that turns into the world’s first Easter egg hunt.",https://www.themoviedb.org/movie/387893-ice-age-the-great-egg-scapade
6103,First Cow,"['Drama', 'Western']",US,2019-08-30,71,"In the 1820s, a taciturn loner and skilled cook travels west to Oregon Territory, where he meets a Chinese immigrant also seeking his fortune. Soon the two team up on a dangerous scheme to steal milk from the wealthy landowner’s prized Jersey cow – the first, and only, in the territory.",https://www.themoviedb.org/movie/558582-first-cow
6104,Ben-Hur,"['Action', 'History', 'Adventure', 'Drama']",EG,2016-09-07,57,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,https://www.themoviedb.org/movie/271969-ben-hur
6105,Poor Things,"['Science Fiction', 'Romance', 'Comedy']",US,2023-12-08,78,"Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",https://www.themoviedb.org/movie/792307-poor-things
6106,Chernobyl: Abyss,"['Drama', 'History', 'Adventure', 'Action', 'Fantasy', 'Mystery']",RU,2021-04-15,62,The aftermath of a shocking explosion at the Chernobyl nuclear power station made hundreds of people sacrifice their lives to clean up the site of the catastrophe and to successfully prevent an even bigger disaster that could have turned a large part of the European continent into an uninhabitable exclusion zone. This is their story.,https://www.themoviedb.org/movie/589761
6107,My Spy The Eternal City,"['Action', 'Comedy']",US,2024-07-18,67,"JJ, a veteran CIA agent, reunites with his protégé Sophie, in order to prevent a catastrophic nuclear plot targeting the Vatican.",https://www.themoviedb.org/movie/1048241-my-spy-the-eternal-city
6108,The Last Stand,"['Action', 'Crime', 'Thriller']",EG,2013-01-17,61,"Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts",https://www.themoviedb.org/movie/76640-the-last-stand
6109,Pretty Woman,"['Comedy', 'Crime', 'Romance']",HK,1991-12-06,41,"While working alone late at the office one night, Veronica is raped by a returning male colleague, who accidentally kills her in the process (she falls back and hits her head on a sharp object). Later that same evening, he comes across a bar hostess who looks identical to the woman that he has just murdered. He eventually talks her into showing up for work in Veronica's place on the very next day, and handing in her resignation. Unfortunately for him, she is persuaded to stay, and decides to continue impersonating the deceased secretary.",https://www.themoviedb.org/movie/360731
6110,Wer,"['Horror', 'Mystery', 'Thriller']",US,2014-08-19,64,"A defense attorney begins to suspect that her client, who is charged with the murders of a vacationing family, might be more than meets the eye.",https://www.themoviedb.org/movie/222461-wer
6111,Crank: High Voltage,"['Action', 'Thriller', 'Crime']",US,2009-04-16,61,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,https://www.themoviedb.org/movie/15092-crank-high-voltage
6112,Airplane!,['Comedy'],US,1980-07-02,73,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,https://www.themoviedb.org/movie/813-airplane
6113,I Can,"['Drama', 'Family']",US,2023-09-22,60,"A couple's adulterous affair leads to an unexpected pregnancy. They leave their spouses to begin a new life together, but their daughter Katelyn is born with a birth defect: only one fully developed arm. Although her dad believes Katelyn's condition is God’s punishment for the affair, Katelyn defies all odds with an incredible gift for softball.",https://www.themoviedb.org/movie/1109384-i-can
6114,Kizumonogatari Part 2: Nekketsu,"['Animation', 'Fantasy', 'Mystery']",JP,2016-08-19,81,"Koyomi Araragi was turned into a vampire by the legendary vampire, Kiss-shot Acerola-orion Heart-under-blade, and he needs to revive the weakened vampire back to her complete form to return to being human again. The only way for Koyomi to achieve his goal is to fight the three vampire hunters – Dramaturgy, Episode and Guillotinecutter.",https://www.themoviedb.org/movie/362584
6115,Beaten to Death,['Horror'],AU,2022-10-21,51,"A desperate choice leads Jack down a path that leaves him beaten and bruised as he struggles against man, nature and his own insanity. Stranded in the middle of nowhere after barely surviving a horrific assault, Jack encounters one local after another and quickly learns that a sick game of cat and mouse is about to begin. Battling the deranged country psychos and the harsh landscape, Jack must go to extreme lengths to survive.",https://www.themoviedb.org/movie/1032949-beaten-to-death
6116,Sauvage,['Drama'],FR,2018-08-29,67,"Léo, a 22-year-old homeless sex worker searches for genuine love on the streets of Strasbourg.",https://www.themoviedb.org/movie/518496-sauvage
6117,Chloe and Theo,"['Comedy', 'Drama']",US,2015-04-15,59,"A young woman, Chloe, living by her wits on the streets of New York City, has a chance meeting with a wise Inuit Eskimo, Theo, who was sent to New York by his elders to provide a message to the people of the world – We either change our destructive was or be destroyed by them. Chloe, who has been searching for something to believe in, becomes inspired by Theo and , with the help of a kind lawyer, Monica, the three of them present Theo’s story to the United Nations in hopes of creating a better future for all of us.",https://www.themoviedb.org/movie/300686-chloe-and-theo
6118,Teddy's Christmas,"['Family', 'Adventure', 'Fantasy']",NO,2022-11-05,71,"While visiting a Christmas market in her Norwegian town, eight year old Mariann spots a talking teddy bear at a carnival game booth. However, when someone else wins it, she embarks on a quest to find the adorable bear that captured her heart.",https://www.themoviedb.org/movie/1020969-teddybjornens-jul
6119,Angela's Christmas Wish,"['Animation', 'Family']",US,2020-12-01,63,"A determined Angela makes a wish to reunite her family in time for Christmas, then launches a plan to find her way from Ireland to Australia.",https://www.themoviedb.org/movie/752455-angela-s-christmas-wish
6120,Striking Distance,"['Crime', 'Action', 'Mystery', 'Thriller']",US,1993-09-17,58,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",https://www.themoviedb.org/movie/11074-striking-distance
6121,Klaus,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",US,2019-11-08,82,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",https://www.themoviedb.org/movie/508965-klaus
6122,The French Dispatch,"['Drama', 'Comedy']",US,2021-10-22,71,"The staff of an American magazine based in France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.",https://www.themoviedb.org/movie/542178-the-french-dispatch
6123,Turn A Gundam I: Earth Light,"['Animation', 'Science Fiction']",JP,2002-02-09,59,"Loran Cehack is a spy sent from the moon to scout out Earth, whom they plan to invade. He grows to love Earth as his true home and, after discovering a giant mech from the dark ages, he begins to defend Earth in the war. The year is C.C. 2345. Growing tensions between the Earthrace and Moonrace have spiraled into an all out war. Mankind's only hope for peace lies with a young Moonrace boy named Loran Cehack, and his mysterious Turn-A Gundam, a relic of a dark history which nearly destroyed the Earth centuries ago. As a citizen of the moon, Loran is loyal to the beautiful Queen Dianna Soreil, all the while fighting to keep the technologically superior Moonrace at bay as the pre-industrial Earthrace tries desperately to catch up.",https://www.themoviedb.org/movie/75175-i
6124,To Have and Have Not,"['Adventure', 'Romance', 'War']",US,1945-01-20,75,A Martinique charter boat skipper gets mixed up with the underground French resistance operatives during WWII.,https://www.themoviedb.org/movie/22584-to-have-and-have-not
6125,The Man from U.N.C.L.E.,"['Comedy', 'Action', 'Adventure']",EG,2015-08-26,71,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",https://www.themoviedb.org/movie/203801-the-man-from-u-n-c-l-e
6126,A Really Haunted Loud House,"['TV Movie', 'Comedy', 'Family', 'Horror']",US,2023-09-28,61,"Lincoln and his best friend, Clyde, struggle to decide whether to participate in the Loud family Spooktacular, attend their friend, Xander's, party, or go trick-or-treating on Halloween.",https://www.themoviedb.org/movie/1146147-a-really-haunted-loud-house
6127,Unseen,"['Horror', 'Mystery']",US,2023-03-07,67,"Sam receives a call from Emily, a near blind woman who is running from her murderous ex in the woods. Can she survive using Sam as her eyes via video call?",https://www.themoviedb.org/movie/1067714-unseen
6128,Mauve,['Drama'],CO,2022-09-01,0,"Mauve is the color palette Monet used to represent his wife Camille Doncieux on her deathbed. It's also the color palette of suffering and complex trauma; of visible and invisible bruises, from the female gaze. MAUVE, “La piel malva” in its spanish title, is an audiovisual diptych about the depth of the emotional wounds of domestic violence; the same one that the surrealist Dora Maar lived with the minotaur Picasso. ""Mauve"" was a finalist in the Filminuto category of the Mobile Film Latam of the Conservatorio Audiovisual de Colombia in 2022.",https://www.themoviedb.org/movie/1038047-mauve
6129,Chinese Erotic Ghost Story,"['Comedy', 'Fantasy']",HK,1998-06-12,63,Chu is a lowly debt collector for the local strongman Wang. Problem is that Chu is too nice/honest/dopey to be very good at the grubby collections job. Chu is treated badly by his boss Wang. Eventually Wang catches one of his twin daughters in the act of seducing the hapless bumpkin Chu. Wang naturally blames Chu rather than the daughter. For punishment Wang sends Chu on an impossible quest to Satan's Temple to steal a statue of Judge Lu.,https://www.themoviedb.org/movie/64530
6130,Freedom Writers,"['Crime', 'Drama']",US,2007-01-05,79,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",https://www.themoviedb.org/movie/1646-freedom-writers
6131,Hair,"['Music', 'Drama', 'Comedy']",US,1979-03-15,73,"Upon receiving his draft notice and leaving his family ranch in Oklahoma, Claude heads to New York and befriends a tribe of long-haired hippies on his way to boot camp.",https://www.themoviedb.org/movie/10654-hair
6132,Tangerine,"['Comedy', 'Drama']",US,2015-07-10,69,"It's Christmas Eve in Tinseltown and Sin-Dee is back on the block. Upon hearing that her pimp boyfriend hasn't been faithful during the 28 days she was locked up, the working girl and her best friend, Alexandra, embark on a mission to get to the bottom of the scandalous rumor. Their rip-roaring odyssey leads them through various subcultures of Los Angeles, including an Armenian family dealing with their own repercussions of infidelity.",https://www.themoviedb.org/movie/308084-tangerine
6133,Tokyo Ghoul 'S',"['Action', 'Horror', 'Science Fiction', 'Fantasy']",JP,2019-07-19,66,"Now a member of Anteiku, Ken Kaneki grows closer to the ghouls around him. Determined to protect his new home against anti-ghoul forces, he trains his powers in secret. But when the infamous gourmet, Shū Tsukiyama, wishes to savour some half-ghoul flavour, Kaneki's training is put to test of a lifetime.",https://www.themoviedb.org/movie/549787-s
6134,The Magic of Belle Isle,"['Drama', 'Comedy']",US,2012-07-06,70,"In an effort to tap into his original talent, a wheelchair-bound author moves to a rural town, where he befriends a single mother and her three kids, who help reignite his passion for writing.",https://www.themoviedb.org/movie/101731-the-magic-of-belle-isle
6135,Birds Flying East,"['Adventure', 'Comedy', 'Drama']",ES,2024-04-05,63,"Colombo works at a 24-hour parking lot and tops up his measly wages by selling weed. Mario is a lawyer and a keen birdwatcher, but unfortunately for him, he is unable to drive due to a past accident. Mario offers to pay Colombo to drive him from Valencia to a lake in the Costa Brava (Spain), where he wants to see some cranes. When they reach the lake, the lawyer tells him that the birds have changed their migratory route and are now going to nest in the Danube delta in Constanza (Romania). Mario needs to get there, and Colombo needs the money. Neither of them is aware of the other’s story, but at that moment, a new and definitive journey starts for both of them.",https://www.themoviedb.org/movie/1130428-pajaros
6136,Through My Window: Across the Sea,"['Romance', 'Drama', 'Comedy']",ES,2023-06-23,66,"After a year of long-distance, Raquel and Ares reunite on a steamy beach trip. Faced with fresh flirtations and insecurities, will their love prevail?",https://www.themoviedb.org/movie/988078-a-traves-del-mar
6137,Breach,"['Science Fiction', 'Action', 'Horror']",US,2020-12-18,42,"A hardened mechanic must stay awake and maintain an interstellar ark fleeing the dying planet Earth with a few thousand lucky souls on board... the last of humanity. Unfortunately, humans are not the only passengers. A shapeshifting alien creature has taken residence, its only goal is to kill as many people as possible. The crew must think quickly to stop this menace before it destroys mankind.",https://www.themoviedb.org/movie/651571-breach
6138,The Courtship,"['Romance', 'TV Movie', 'History']",HU,2022-07-11,69,"Eighteen year old Ida returns home after being raised by nuns, but her father isn't too pleased. Determined to see her married, he publishes an ad and offers suitors a generous dowry.",https://www.themoviedb.org/movie/1016661-ida-regenye
6139,The Chronicles of Narnia: Prince Caspian,"['Adventure', 'Family', 'Fantasy']",US,2008-05-16,66,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",https://www.themoviedb.org/movie/2454-the-chronicles-of-narnia-prince-caspian
6140,Hitch,"['Comedy', 'Drama', 'Romance']",US,2005-02-11,66,"Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert – now Allegra's boyfriend – it threatens to destroy both relationships.",https://www.themoviedb.org/movie/8488-hitch
6141,The Deep House,"['Horror', 'Thriller']",US,2021-11-05,61,"While diving in a remote French lake, a couple of YouTubers who specialise in underwater exploration videos discover a house submerged in the deep waters. What was initially a unique finding soon turns into a nightmare when they discover that the house was the scene of atrocious crimes. Trapped, with their oxygen reserves falling dangerously, they realise the worst is yet to come: they are not alone in the house.",https://www.themoviedb.org/movie/672582-the-deep-house
6142,"Love, Simon","['Comedy', 'Drama', 'Romance']",US,2018-03-16,80,"Everyone deserves a great love story, but for 17-year-old Simon Spier, it's a little more complicated. He hasn't told his family or friends that he's gay, and he doesn't know the identity of the anonymous classmate that he's fallen for online.",https://www.themoviedb.org/movie/449176-love-simon
6143,Space Cowboys,"['Action', 'Adventure', 'Thriller']",US,2000-08-04,64,"Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth.",https://www.themoviedb.org/movie/5551-space-cowboys
6144,Due Date,"['Comedy', 'Drama']",US,2010-11-05,64,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",https://www.themoviedb.org/movie/41733-due-date
6145,"Туда, где хорошо",['Drama'],RU,2024-08-20,0,"Eight-year-old Veronica and six-year-old Anya met recently, but have already become best friends. Anya lives in a luxurious mansion, while Veronica lives in an old dilapidated house. Anya invites her friend to her birthday party, but betrays her there. A simple story about a children's party turns into an existential parable about the search for forgiveness.",https://www.themoviedb.org/movie/1325881
6146,Citizen X,"['Crime', 'Drama']",US,1995-02-25,72,"Based on the true story of a Russian serial killer who, over many years, claimed victim to over 50 people. His victims were mostly under the age of 17. In what was then a communists state, the police investigations were hampered by bureaucracy, incompetence and those in power. The story is told from the viewpoint of the detective in charge of the case.",https://www.themoviedb.org/movie/12554-citizen-x
6147,The Devil's Honey,"['Thriller', 'Drama']",IT,1986-08-21,55,A young woman abducts a doctor whom she holds responsible for the death of her boyfriend and subjects him to various sexual torture acts.,https://www.themoviedb.org/movie/30872-il-miele-del-diavolo
6148,Show Me Love,"['Comedy', 'Romance', 'Drama']",SE,1998-10-23,71,"Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin.",https://www.themoviedb.org/movie/11634-fucking-amal
6149,Don't Blink,['Horror'],US,2014-09-18,49,"Ten people arrive at a secluded mountain resort to find it completely deserted. With no gas for the return trip, the visitors are forced to stay and investigate the mystery surrounding the abandoned lodge.",https://www.themoviedb.org/movie/294308-don-t-blink
6150,Lady Guard,['Drama'],PH,2024-05-14,40,"Every week, warehouse security guard Estelle, turns a blind eye to the illegal gambling at the warehouse in exchange for financial and sexual favors. But when a younger and more beautiful new recruit, Meryl, arrives, will Estelle be able to keep her place as the lady guard?",https://www.themoviedb.org/movie/1266985-lady-guard
6151,Spring Bell,"['Romance', 'Drama']",JP,1985-11-09,60,"Rokuheita Narumi is fascinated by oriental art and works as the director of the Saho Art Museum in Nara. His wife, Noriko, is unable to leave Tokyo, despite his wishes, and the two live separately. Feeling lonely and neglected by her husband, she immerses herself in the depraved life of the city and continues to have a loveless relationship with a doctor, Katsumori. One day, Narumi arrives in Tokyo and learns of Noriko's affair, but he cannot divorce her for the sake of their child, so he devotes himself to his work.",https://www.themoviedb.org/movie/364811
6152,After,"['Romance', 'Drama']",US,2019-04-12,71,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",https://www.themoviedb.org/movie/537915-after
6153,Amor Bandido,"['Thriller', 'Romance', 'Drama']",AR,2021-03-18,67,"Joan is a naïve, 16-year-old who falls in love easily. One day he decides to escape to the provinces with Luciana, a beautiful 35-year-old woman and a teacher at his school, in order to give free rein to his love. Soon, Joan discovers with horror that he has fallen into a trap that is a mix between sex, money, politics and violence.",https://www.themoviedb.org/movie/792001-amor-bandido
6154,Architecture 101,"['Comedy', 'Romance']",KR,2012-03-22,74,"When Seung-min was on his first year at the Academy of Architecture, he met Seo-yeon. She was a musician student, and Seung-min totally fell in love with her. Years have passed, and now he meets Seo-yeon again - she asks him to rebuild her father's old house.",https://www.themoviedb.org/movie/107235
6155,"A Genius, Two Friends, and an Idiot","['Comedy', 'Western']",IT,1975-12-19,63,"Expert conman Joe Thanks teams up with half-breed Bill and naive Lucy to steal $300,000 from the Indian-hating Major Cabot. Their elaborate plan is full of disguises, double-crosses, and chases, but Joe always seems to know what he's doing.",https://www.themoviedb.org/movie/10915-un-genio-due-compari-un-pollo
6156,Lock Up,"['Action', 'Crime']",US,1989-08-04,68,"Frank Leone is nearing the end of his prison term for a relatively minor crime. Just before he is paroled, however, Warden Drumgoole takes charge. Drumgoole was assigned to a hell-hole prison after his administration was publicly humiliated by Leone, and has now arrived on the scene to ensure that Leone never sees the light of day.",https://www.themoviedb.org/movie/9972-lock-up
6157,Yes Man,"['Comedy', 'Romance']",US,2008-12-19,67,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,https://www.themoviedb.org/movie/10201-yes-man
6158,I Don't Like Younger Men 5,['Romance'],KR,2020-04-23,71,"Ha-neul haven't seen her friend, Ye-sol for a long time, and so they spent a good time together. That time, Ye-sol's father, Min-soo enters the house.  Ha-neul sees the young-looking Min-soo and makes a fuss. Ye-sol who is a little bit tipsy tells Ha-neul that he is her stepfather.  That night, Ha-neul secretly entered sexy Min-soo's room...",https://www.themoviedb.org/movie/698343-5
6159,Gemini Man,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",US,2019-10-11,63,"Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",https://www.themoviedb.org/movie/453405-gemini-man
6160,If I Stay,['Drama'],EG,2014-09-02,74,"Mia Hall, a talented young cellist, thought the most difficult decision she would ever have to make would be whether to pursue her musical dreams at prestigious Juilliard or follow her heart to be with the love of her life, Adam, a rock singer/guitarist. However, a car wreck changes everything in an instant, and now Mia's life hangs in the balance. Suspended between life and death, Mia faces a choice that will decide her future.",https://www.themoviedb.org/movie/249164-if-i-stay
6161,Lolo and the Kid,"['Drama', 'Family']",PH,2024-08-07,74,A hustler and the child he took in routinely con the wealthy — but a life-changing opportunity could end their inseparable bond.,https://www.themoviedb.org/movie/1317887-lolo-and-the-kid
6162,Cold Pursuit,"['Action', 'Crime', 'Thriller', 'Comedy']",US,2019-02-08,58,"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",https://www.themoviedb.org/movie/438650-cold-pursuit
6163,Stay,"['Drama', 'Thriller']",MX,2021-05-17,0,"In 'Quédate' we meet Ana, a young prostitute, who has a disturbing encounter with Manuel, a lonely man who seeks consolation for a painful breakup.",https://www.themoviedb.org/movie/1037039-quedate
6164,Metallica: Some Kind of Monster,"['Documentary', 'Music']",US,2004-07-09,70,"After bassist Jason Newsted quits the band in 2001, heavy metal superstars Metallica realize that they need an intervention. In this revealing documentary, filmmakers follow the three rock stars as they hire a group therapist and grapple with 20 years of repressed anger and aggression. Between searching for a replacement bass player, creating a new album and confronting their personal demons, the band learns to open up in ways they never thought possible.",https://www.themoviedb.org/movie/11401-metallica-some-kind-of-monster
6165,Liao Zhai - Home for the Intimate Ghosts,['Fantasy'],HK,1991-05-03,74,"Very seldom shown erotic story of a cuckolded husband who departs his home and unwittingly becomes included with not one, but two, alluring ghosts. [Rim movies Catalog] Mandy and his spouse (that's right, Mandy is a man) will be an uncommon few under any conditions. Mandy fools around with young women while his spouse is within the home, nevertheless the wife isn't bothered a lot. She is just considering in the job she's offered Mandy, which is .... to frequently check with the neighborhood brothelkeeper, and find away if she's found guys with incredibly difficult manhoods. How hard ? Complicated enough to punch an opening in a sack of grain (ouch !). And one more thing. Mandy and his wife are ghosts. Of course, this means you will find people who are seeking to exorcise them. In between residential disputes and pursued exorcisms, there's acres of nudity and lots of sex.",https://www.themoviedb.org/movie/298191
6166,Mars Needs Moms,"['Adventure', 'Animation', 'Family']",US,2011-03-11,60,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",https://www.themoviedb.org/movie/50321-mars-needs-moms
6167,Coraline,"['Animation', 'Family', 'Fantasy']",EG,2009-06-03,79,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",https://www.themoviedb.org/movie/14836-coraline
6168,Premium Rush,"['Crime', 'Action', 'Thriller']",US,2012-08-24,63,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.",https://www.themoviedb.org/movie/49526-premium-rush
6169,I'll See You in My Dreams,"['Drama', 'Comedy']",US,2015-05-15,63,"A sudden loss disrupts Carol’s orderly life, propelling her into the dating world for the first time in 20 years. Finally living in the present tense, she finds herself swept up in not one, but two unexpected relationships that challenge her assumptions about what it means to grow old.",https://www.themoviedb.org/movie/310121-i-ll-see-you-in-my-dreams
6170,Shogun's Joy of Torture,"['Horror', 'Drama']",JP,1968-09-28,58,"A young magistrate recalls three tales of heinous crimes committed by women, and the brutal punishments that ensued.",https://www.themoviedb.org/movie/99099
6171,The Knight of Shadows: Between Yin and Yang,"['Action', 'Fantasy', 'Family', 'Adventure']",CN,2019-02-05,56,"Pu Songling, a legendary demon hunter, is asked to investigate the mysterious disappearances of young girls from a small village. When he discovers evil forces are kidnapping the girls to feast on their souls, he sets out to save humanity from the inhuman invasion journeying through hidden worlds and colorful dimensions.",https://www.themoviedb.org/movie/512901
6172,Elephant,"['Crime', 'Drama']",US,2003-10-24,71,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.,https://www.themoviedb.org/movie/1807-elephant
6173,The Jungle Book,"['Family', 'Adventure', 'Drama']",US,1994-12-23,59,"Raised by wild animals since childhood, Mowgli is drawn away from the jungle by the beautiful Kitty. But Mowgli must eventually face corrupt Capt. Boone, who wants both Kitty's hand and the treasures of Monkey City – a place only Mowgli can find.",https://www.themoviedb.org/movie/10714-the-jungle-book
6174,Angel Guts: Red Porno,['Drama'],JP,1981-12-25,59,"Nami is a department store worker who agrees to stand in for a friend in a magazine photo shoot. To her horror it turns out to be for an S&M magazine and she is forced to pose for degrading photos. When the magazine is published, she is sacked, her lover abandons her and her life becomes a living nightmare as an obsessed man starts stalking her.",https://www.themoviedb.org/movie/106758
6175,Little Dixie,"['Action', 'Crime', 'Thriller', 'Drama']",US,2023-02-03,58,"Erstwhile Special Forces operative Doc Alexander is asked to broker a truce with the Mexican drug cartel in secrecy. When Oklahoma Governor Richard Jeffs celebrates the execution of a high-ranking cartel member on TV, his Chief of Staff and Doc inform him about the peace he just ended. But it’s too late, as Cuco, the cartel’s hatchet man, has set his vengeful sights on Doc’s daughter Dixie.",https://www.themoviedb.org/movie/1058949-little-dixie
6176,Which Brings Me to You,"['Romance', 'Comedy', 'Drama']",US,2023-12-08,63,"Two romantic burnouts, Jane and Will, are immediately drawn to each other at a mutual friend’s wedding. After a disastrous hookup in the coatroom, the two spend the next 24 hours together, trading candid confessions of messy histories and heartbreak, on the off chance that this fling might be the real thing.",https://www.themoviedb.org/movie/975043-which-brings-me-to-you
6177,Witness,"['Crime', 'Drama', 'Romance', 'Thriller']",US,1985-02-08,71,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit, and forges a romantic bond with the child's beautiful mother.",https://www.themoviedb.org/movie/9281-witness
6178,Dr. Zero: Reiko Zaizen,[],JP,2017-02-12,0,"Reiko Zaizen, a psychoanalyst who conducts unlicensed psychotherapy for celebrities and VIPs. A mysterious beautiful woman who has a history of having a doctor's license for illegal hypnosis therapy and has a history of sex addiction. A secret request comes from Political World under Reiko. The patient is Rie Furui, a former idol scheduled to run for the next House of Representatives election. Rie was suffering from a mental illness of unknown cause. Ryoko uses hypnosis therapy to approach the truth of Rie's trauma.",https://www.themoviedb.org/movie/680411-zero
